aggregate_key,entity_type,entity_id,name_en,name_ar,period_grain,period_start,period_end,metric_code,segment_type,segment_code,metric_value,observation_count,confidence,quality_flags,source_export_date,methodology_version
community:338:quarter:2019-01-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,161.5,31,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2019-07-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,294.12,33,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2019-10-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,223.35,38,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2020-01-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,204.51,43,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2020-07-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,190.58,33,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2020-10-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,264.43,44,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2021-01-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,251.35,51,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2021-07-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,242.2,41,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2021-10-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,209.9,47,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2022-01-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,233.32,44,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2022-04-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,236.22,33,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2022-07-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,217.07,48,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2022-10-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,447.76,59,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2023-01-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,328.19,43,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2023-04-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,262.47,41,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2023-07-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,299.17,54,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2023-10-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,379.75,57,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2024-01-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,362.46,53,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2024-04-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,336.7,39,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2024-07-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,296.94,51,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2024-10-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,338.98,62,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2025-01-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,386.67,57,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2025-04-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,325.45,50,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2025-07-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,266.64,52,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2025-10-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,420.46,63,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2026-01-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,363.64,51,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2026-04-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,360.0,37,moderate,[],2026-09-08,dlx-aggregates-2
community:338:quarter:2026-07-01:median_rent_per_sqft:all:all,community,338,Al Goze First,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,353.85,31,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2019-01-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,119.79,152,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2019-04-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,91.67,53,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2019-07-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,118.75,55,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2019-10-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,100.0,45,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2020-01-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,96.15,135,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2020-04-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,84.09,33,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2020-07-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,139.19,45,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2020-10-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,96.15,57,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2021-01-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,86.54,102,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2021-04-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,250.15,80,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2021-07-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,83.72,52,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2021-10-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,83.33,63,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2022-01-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,114.29,137,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2022-04-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,78.43,83,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2022-07-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,226.67,66,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2022-10-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,89.74,67,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2023-01-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,104.17,139,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2023-04-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,92.46,66,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2023-07-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,255.18,67,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2023-10-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,170.12,95,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2024-01-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,200.0,144,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2024-04-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,116.19,60,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2024-07-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,118.93,66,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2024-10-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,105.44,66,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2025-01-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,213.63,120,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2025-04-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,120.42,56,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2025-07-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,187.73,112,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2025-10-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,114.29,105,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2026-01-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,134.23,118,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2026-04-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,120.0,45,moderate,[],2026-09-08,dlx-aggregates-2
community:339:quarter:2026-07-01:median_rent_per_sqft:all:all,community,339,Al Mararr,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,104.71,39,moderate,[],2026-09-08,dlx-aggregates-2
community:340:quarter:2025-01-01:median_rent_per_sqft:all:all,community,340,Ghadeer Al tair,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,307.38,30,moderate,[],2026-09-08,dlx-aggregates-2
community:340:quarter:2026-01-01:median_rent_per_sqft:all:all,community,340,Ghadeer Al tair,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,363.96,30,moderate,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2019-01-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,743.69,757,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2019-04-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,724.39,602,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2019-07-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,726.91,843,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2019-10-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,693.07,797,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2020-01-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,751.34,993,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2020-04-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,648.12,447,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2020-07-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,626.26,740,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2020-10-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,601.24,864,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2021-01-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,668.75,1060,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2021-04-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,593.17,591,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2021-07-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,587.84,751,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2021-10-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,595.22,986,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2022-01-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,638.43,1229,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2022-04-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,607.99,811,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2022-07-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,616.62,807,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2022-10-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,626.69,1012,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2023-01-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,687.47,1369,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2023-04-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,657.74,824,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2023-07-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,669.42,887,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2023-10-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,673.04,1023,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2024-01-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,708.18,1397,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2024-04-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,708.44,856,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2024-07-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,723.52,886,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2024-10-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,729.18,1064,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2025-01-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,820.19,1439,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2025-04-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,742.46,891,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2025-07-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,759.98,862,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2025-10-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,748.36,945,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2026-01-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,843.54,1235,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2026-04-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,787.47,736,higher,[],2026-09-08,dlx-aggregates-2
community:341:quarter:2026-07-01:median_rent_per_sqft:all:all,community,341,Trade Center First,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,832.75,555,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2019-07-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,535.94,78,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2019-10-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,512.62,36,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2020-01-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,473.19,31,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2020-07-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,473.9,64,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2020-10-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,478.91,36,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2021-01-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,457.41,41,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2021-07-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,458.72,52,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2021-10-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,476.33,35,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2022-01-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,479.57,101,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2022-04-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,493.17,81,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2022-07-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,466.98,102,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2022-10-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,498.15,154,moderate,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2023-01-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,497.43,285,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2023-04-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,506.19,299,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2023-07-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,498.15,444,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2023-10-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,513.23,340,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2024-01-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,506.19,405,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2024-04-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,506.19,312,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2024-07-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,498.6,478,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2024-10-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,530.72,458,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2025-01-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,535.46,489,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2025-04-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,536.67,415,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2025-07-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,517.11,529,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2025-10-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,540.82,448,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2026-01-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,709.5,639,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2026-04-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,564.97,453,higher,[],2026-09-08,dlx-aggregates-2
community:342:quarter:2026-07-01:median_rent_per_sqft:all:all,community,342,Ras Al Khor Industrial Third,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,539.43,449,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2019-01-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,501.42,343,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2019-04-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,499.2,413,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2019-07-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,503.8,374,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2019-10-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,471.63,361,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2020-01-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,450.07,352,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2020-04-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,465.56,396,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2020-07-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,441.56,431,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2020-10-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,402.68,404,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2021-01-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,375.55,408,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2021-04-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,380.15,416,higher,[],2026-09-08,dlx-aggregates-2
community:343:quarter:2021-07-01:median_rent_per_sqft:all:all,community,343,Al Warsan First,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,401.96,414,higher,[],2026-09-08,dlx-aggregates-2
